country,name,longName,foundingDate,population,capital,largestCity,area
3572,Syrian Kurdistan,Rojava,,4600000,Al-Qamishli,,
3573,,,,,Passau,,
3574,,,,,"Sion, Switzerland",,
3575,Roman Empire,,,,Constantinople,,
3576,Roman Empire,,,,Rome,,
3577,Roman Empire,,,,Byzantine Empire,,
3578,Roman Empire,,,,History of Trier,,
3579,Roman Empire,,,,Mediolanum,,
3580,Roman Empire,,,,Ravenna,,
3581,Roman Empire,,,,Western Roman Empire,,
3582,Roman Empire,,,,Nicomedia,,
3583,Roman Empire,,,,Sirmium,,
3584,Roman Kingdom,,,,Rome,,
3585,Rome,,,,Rome,,
3586,Roman Republic,,1798-02-15,,Rome,,
3587,Roman Republic,,1849-02-09,,Rome,,
3588,Romania,Romania,1859-01-24,19511000,Bucharest,,92043mi
3589,,,,,,,
3590,Ror dynasty,,,,Rohri,,
3591,,,,,,,
3592,Ross Dependency,Ross Dependency,,10,New Zealand,,174000mi
3593,Ross Dependency,Ross Dependency,,10,United States,,174000mi
3594,Ross Dependency,Ross Dependency,,10,McMurdo Station,,174000mi
3595,Ross Dependency,Ross Dependency,,10,Scott Base,,174000mi
3596,Rot an der Rot Abbey,,,,,,
3597,,,,,,,
3598,,,,,,,
3599,,,,,,,
3600,Rotuma,Rotuma Island,10/10/1970,,,,46km
3601,Rouran,,,,Mongolia,,
3602,Rouran,,,,Orkhon River,,
3603,Royal Lao government-in-exile,Provisional Royal Lao government,3/6/2003,,Vientiane,,
3604,Royal Lao government-in-exile,Provisional Royal Lao government,3/6/2003,,"Gresham, Oregon",,
3605,rozvi,,,,Danangombe,,
3606,Ruanda-Urundi,,11/1/1922,,,,
3607,Kingdom of the Rugii,,,,Vindobona,,
3608,Runkel,,,,Runkel,,
3609,Ruo,,,,,,
3610,Rus&#39; Khaganate,,,,,,
3611,Russia,Russian Federation,12/12/1993,144192450,Moscow,,6592800mi
3612,Russia Eastern Outskirts,,1/16/1920,,"Chita, Zabaykalsky Krai",,
3613,Dalniy,,,,Dalian,,
3614,Russia,,1/19/1918,,Saint Petersburg,,
3615,Russia,,,,Moscow,,
3616,Russia,,,,Saint Petersburg,,
3617,Russia,,3/15/1917,,Saint Petersburg,,
3618,Russia,,,,Moscow,,
3619,Russia,,,,Saint Petersburg,,
3620,Rustamid,,,,,,
3621,Rwanda,Republic of Rwanda,7/1/1962,11262564,Kigali,Kigali,10169mi
3622,Rwenzururu,,6/30/1963,,Kasese District,,
3623,Ryukyu,,,,"Shuri, Okinawa",,
3624,Saadi dynasty,,,,Marrakesh,,
3625,Saar,,1/10/1920,,Saarbrücken,,
3626,Saar,,12/15/1947,,,,
3627,,,,11330944,,,25251mi
3628,Safavid dynasty,,,,Isfahan,,
3629,Safavid dynasty,,,,Qazvin,,
3630,Safavid dynasty,,,,Tabriz,,
3631,Saffarid Empire,,,,Afghanistan,,
3632,Saffarid Empire,,,,Zaranj,,
3633,Sagaing Kingdom,,1315-05-15,,Sagaing,,
3634,Sahel-Benin Union,,,,,,
3635,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,11/14/1975,100000,Laayoune,Laayoune,102703mi
3636,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,11/14/1975,100000,Tifariti,Laayoune,102703mi
3637,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,2/27/1976,100000,Laayoune,Laayoune,102703mi
3638,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,2/27/1976,100000,Tifariti,Laayoune,102703mi
3639,Saint-Barthélemy,Collectivity of Saint-Barthélemy,1784-07-01,9035,"Gustavia, Saint Barthélemy","Gustavia, Saint Barthélemy",9.5mi
3640,"Saint Kitts, Nevis and Anguilla",,1/3/1958,,"Charlestown, Saint Kitts and Nevis",,
3641,"Saint Kitts, Nevis and Anguilla",,1/3/1958,,Anguilla,,
3642,"Saint Kitts, Nevis and Anguilla",,1/3/1958,,Basseterre,,
3643,"Saint Kitts, Nevis and Anguilla",,1/3/1958,,Nevis,,
3644,"Saint Kitts, Nevis and Anguilla",,1/3/1958,,"The Valley, Anguilla",,
3645,Saint Helena,Saint Helena,,,"Jamestown, Saint Helena",,47mi
3646,"Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Ascension and Tristan da Cunha",1834-04-22,,"Jamestown, Saint Helena",,152mi
3647,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,2/27/1967,54961,Basseterre,,104mi
3648,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,9/19/1983,54961,Basseterre,,104mi
3649,Saint Lucia,Saint Lucia,3/1/1967,,Castries,,238.23mi
3650,Saint Lucia,Saint Lucia,2/22/1979,,Castries,,238.23mi
3651,Saint Pierre and Miquelon,,1814-05-30,,"Saint-Pierre, Saint Pierre and Miquelon","Saint-Pierre, Saint Pierre and Miquelon",242km
3652,Saint Pierre and Miquelon,,10/27/1946,,"Saint-Pierre, Saint Pierre and Miquelon","Saint-Pierre, Saint Pierre and Miquelon",242km
3653,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,10/27/1969,103000,Kingstown,,150mi
3654,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,10/27/1979,103000,Kingstown,,150mi
3655,Saint-Domingue,,,,Cap-Haïtien,,
3656,Saint-Domingue,,,,Port-au-Prince,,
3657,Sajids,,,,Ardabil,,
3658,Sajids,,,,Maragheh,,
3659,Salem,,,,"Salem, Baden-Württemberg",,
3660,Sallarids,,,,Tarom County,,
3661,Salm,,,,Vielsalm,,
3662,Salm-Horstmar,,,,Horstmar,,
3663,Salm-Kyrburg,,,,Kirn,,
3664,Salm-Reifferscheid-Dyck,,,,Dyck North Rhine-Westphalia,,
3665,Salm-Reifferscheid-Hainsbach,,,,,,
3666,Salm-Reifferscheid-Krautheim,,,,,,
3667,Salm-Salm,,,,Badonviller,,
3668,Salm-Salm,,,,"Senones, Vosges",,
3669,Saluum,,,,Kahone,,
3670,Sam'al,,,,,,
3671,Samanid Empire,,,,Bukhara,,
3672,Samanid Empire,,,,Samarkand,,
3673,Sambuvarayars,,,,,,
3674,"Sindh, Balochistan, Gujarat",,,,Thatta,,
3675,Samoa,Independent State of Samoa,1889-06-14,194320,Apia,Apia,1097mi
3676,Samoa,Independent State of Samoa,2/16/1900,194320,Apia,Apia,1097mi
3677,Samo's Empire,,,,Moravia,,
3678,Kesultanan Pasai,,,,,,
3679,San Marino,Republic of San Marino,0301-09-03,32576,City of San Marino,,61.2km
3680,San Marino,Republic of San Marino,1600-10-08,32576,City of San Marino,,61.2km
3681,SAO Bosanska Krajina,,,,Banja Luka,,
3682,"Eastern Slavonia, Baranja and Western Syrmia",,6/25/1991,,Vukovar,,
3683,SAO Herzegovina,,,,Trebinje,,
3684,Krajina,,8/1/1991,,Knin,,
3685,SAO North-Eastern Bosnia,,,,Bijeljina,,
3686,São Paulo,,,,São Paulo,,
3687,SAO Romanija,,,,"Pale, Bosnia and Herzegovina",,
3688,São Tomé and Príncipe,Democratic Republic of,7/12/1975,190428,São Tomé,,372mi
3689,São Tomé and Príncipe,São Tomé and Príncipe,7/12/1975,190428,São Tomé,,372mi
3690,SAO Western Slavonia,,,,,,
3691,Sarab Khanate,,,,"Sarab, East Azerbaijan",,
3692,Sarbadars,,,,Sabzevar,,
3693,Sarir or Serir,,,,Khunzakh,,
3694,Sark,Sark,,600,,,2mi
3695,,,1464-11-02,,,,
3696,Persia,,0224-04-28,,Ctesiphon,,
3697,Persia,,0224-04-28,,Istakhr,,
3698,"Iberia, Kartli",,,,Armazi,,
3699,"Iberia, Kartli",,,,Mtskheta,,
3700,"Iberia, Kartli",,,,Tbilisi,,
3701,Satavahana Empire,,,,Paithan,,
3702,Satavahana Empire,,,,"Amaravathi (village), Guntur district",,
3703,Satrapy of Armenia,,,,Tushpa,,
3704,Satrapy of Armenia,,,,Erebuni Fortress,,
3705,Saudeleur Dynasty,,,,Nan Madol,,
3706,Saudi Arabia,Kingdom of Saudi Arabia,9/23/1932,30770375,Riyadh,Riyadh,830000mi
3707,Aramoana,Independent State of Aramoana,12/23/1980,,,,
3708,Savoie,,1416-02-19,1125119,Chambéry,Chambéry,10416km
3709,Saxe-Coburg,,,,Coburg,,
3710,Saxe-Coburg and Gotha,,,,Coburg,,
3711,Saxe-Coburg and Gotha,,,,Gotha,,
3712,Saxe-Coburg-Eisenach,,,,Coburg,,
3713,Saxe-Coburg-Saalfeld,,1699-08-06,,Coburg,,
3714,Saxe-Coburg-Saalfeld,,1699-08-06,,Saalfeld,,
3715,Saxe-Eisenach,,,,Eisenach,,
3716,Saxe-Eisenberg,,,,"Eisenberg, Thuringia",,
3717,Saxe-Gotha,,,,Gotha,,
3718,Saxe-Gotha-Altenburg,,,,Gotha,,
3719,Saxe-Hildburghausen,,,,Hildburghausen,,
3720,Saxe-Hildburghausen,,,,Bad Colberg-Heldburg,,
3721,Saxe-Jena,,,,,,
3722,Saxe-Lauenburg,,,,Lauenburg (Elbe),,
3723,Saxe-Lauenburg,,,,Ratzeburg,,
3724,Saxe-Marksuhl,,,,Marksuhl,,
3725,Saxe-Merseburg,,,,Merseburg,,
3726,Saxe-Römhild,,,,Römhild,,
3727,Saxe-Saalfeld,,,,,,
3728,Saxe-Weimar,,,,Weimar,,
3729,Saxe-Weissenfels,,1656-10-08,,Weißenfels,,
3730,Saxe-Zeitz,,,,Zeitz,,
3731,Saybrook,,,,,,
3732,Sayn,,,,,,
3733,Sayn-Altenkirchen,,,,,,
3734,Sayn-Homburg,,,,Homburg Castle,,
3735,Sayn-Wittgenstein,,,,,,
3736,Sayn-Wittgenstein-Berleburg,,,,Bad Berleburg,,
3737,Sayn-Wittgenstein-Hohenstein,,,,Bad Laasphe,,
3738,Sayn-Wittgenstein-Karlsburg,,,,,,
3739,Sayn-Wittgenstein-Sayn,,,,,,
3740,Sayn-Wittgenstein-Vallendar,,,,,,
3741,Sayn-Wittgenstein-Wittgenstein,,,,,,
3742,Sayyid dynasty,,1414-05-28,,Delhi,,
3743,,Scattered Islands in the Indian Ocean,,,,,
3744,Schaesberg,,,,,,
3745,,,,,,,
3746,,,,,,,
3747,Schanis Abbey,,,,,,
3748,,,,,Vaduz,,
3749,,,,,,,
3750,,,,,,,
3751,Schönborn,,,,Wiesentheid,,
3752,,,,,,,
3753,Schontal Abbey,,,,Schöntal,,
3754,Schussenried Abbey,,1512-02-13,,,,
3755,Schuttern Abbey,,,,,,
3756,,,,,,,
3757,,,,,,,
3758,Schwarzburg-Rudolstadt,,,,Rudolstadt,,
3759,Schwarzburg-Sondershausen,,,,Sondershausen,,
3760,,,,,,,
3761,,,,,Schwerin-Schwerin,,
3762,,,,,Schwerin-Schwerin,,
3763,Scordisci,,,,Singidunum,,
3764,Brazil,,1/31/1946,,Brasília,,
3765,Brazil,,1/31/1946,,Rio de Janeiro,,
3766,Bulgaria,,,,"Nikopol, Bulgaria",,
3767,Bulgaria,,,,Veliko Tarnovo,,
3768,Bulgaria,,,,Vidin,,
3769,Czecho-Slovakia,,9/30/1938,,,,
3770,East Turkestan,,11/12/1944,,Yining City,,
3771,Haiti,,1849-08-26,,Port-au-Prince,,
3772,Mexico,,1846-08-22,,Mexico City,,
3773,France,,1852-01-14,,Paris,,
3774,Hellenic Republic,,3/25/1924,,,,
3775,Hungary,,2/1/1946,,,,
3776,Second Intermediate Period of Egypt,,,,"Abydos, Egypt",,
3777,Second Intermediate Period of Egypt,,,,Kerma,,
3778,Second Intermediate Period of Egypt,,,,"Thebes, Egypt",,
3779,Second Intermediate Period of Egypt,,,,Fifteenth Dynasty of Egypt,,
3780,Second Intermediate Period of Egypt,,,,Abydos Dynasty,,
3781,Second Intermediate Period of Egypt,,,,Sixteenth Dynasty of Egypt,,
3782,Second Intermediate Period of Egypt,,,,Avaris,,
3783,Second Intermediate Period of Egypt,,,,Kerma Culture,,
3784,Mexico,,1863-07-10,,Mexico City,,
3785,Cuba,,,,Havana,,
3786,Philippines,,10/14/1943,,Baguio,,
3787,Philippines,,10/14/1943,,Manila,,
3788,Poland,,11/11/1918,,Warsaw,,
3789,South Korea,,4/19/1960,,,,
3790,Venezuela,,1813-08-07,,,,
3791,Spain,,4/14/1931,,Barcelona,,
3792,Spain,,4/14/1931,,Madrid,,
3793,Spain,,4/14/1931,,Valencia,,
3794,Seisyllwg,,,,,,
3795,Seleucid Empire,,,,Seleucia,,
3796,Seleucid Empire,,,,Antioch,,
3797,Seljuk Empire,,,,Merv,,
3798,Seljuk Empire,,,,Nishapur,,
3799,Seljuk Empire,,,,Hamadan,,
3800,Seljuk Empire,,,,Isfahan,,
3801,Seljuk Empire,,,,"Rey, Iran",,
3802,Seljuq Armenia,,,,Ani,,
3803,Selz Abbey,,,,,,
3804,Sena Empire,,,,Nabadwip,,
3805,Senarica,,,,,,
3806,Western Greece,,1821-11-09,,Missolonghi,,
3807,Seneca Nation,Seneca Nation of Indians,,8000,"Jimerson Town, New York","Salamanca (city), New York",
3808,Seneca Nation,Seneca Nation of Indians,,8000,"Irving, New York","Salamanca (city), New York",
3809,Senegal,Republic of Senegal,4/4/1960,13567338,Dakar,,76000mi
3810,Senegal,Republic of Senegal,8/20/1960,13567338,Dakar,,76000mi
3811,Senegambia,,,,Gorée,,
3812,Senegambia and Niger,,,,,,
3813,Senegambia,,2/1/1982,,,,
3814,Seniorate Province,,,,Kraków,,
3815,Sennar,,,,Sennar,,
3816,Señorío de Sanlúcar,,,,,,
3817,Señorio del Carpio,,,,,,
3818,Septinsular Republic,,1800-04-02,,Corfu (city),,
3819,Serbia,Republic of Serbia,,7041599,Belgrade,,88361km
3820,Serbia and Montenegro,,4/28/1992,,Belgrade,,
3821,Serbia,,1402-02-22,,Belgrade,,
3822,Serbia,,1402-02-22,,"Bar, Montenegro",,
3823,Serbia,,1402-02-22,,Smederevo,,
3824,Serbia,,1346-04-16,,Skopje,,
3825,Baranya-Baja Republic,,8/14/1921,,Pécs,,
3826,Netherlands,,,,Brussels,,
3827,Seychelles,Republic of Seychelles,6/29/1976,92000,"Victoria, Seychelles",,177mi
3828,Shaddadids,,,,Ani,,
3829,Shaddadids,,,,"Ganja, Azerbaijan",,
3830,Shaddadids,,,,Dvin (ancient city),,
3831,Shaki Khanate,,,,"Shaki, Azerbaijan",,
3832,Shan States,,,,,,
3833,Shang dynasty,,,,Yinxu,,
3834,Sharifian Caliphate,,3/3/1924,,Mecca,,
3835,Kuwait,,,,Kuwait City,,
3836,Shen,,,,"Nanyang, Henan",,
3837,Shěn,,,,Linquan County,,
3838,Shilluk Kingdom,,,,Kodok,Kodok,
3839,Beylerbeylik of Shirvan,,,,Shamakhi,,
3840,Shirvan,,,,Agsu (city),,
3841,Shirvan,,,,Shamakhi,,
3842,Shirvan,,,,Fit dag,,
3843,Shishunaga Empire,,,,Vaishali (ancient city),,
3844,Shishunaga Empire,,,,Rajgir,,
3845,Shishunaga Empire,,,,Pataliputra,,
3846,Shu,,,,,,
3847,Shu,,,,Chengdu,,
3848,Shun dynasty,,1644-02-08,,Xi'an,,
3849,Shun dynasty,,1644-02-08,,Beijing,,
3850,Shunga Empire,,,,Vidisha,,
3851,Shunga Empire,,,,Pataliputra,,
3852,,,,,,,
3853,Sierra Leone,Republic of Sierra Leone,4/27/1961,6190280,Freetown,,27699mi
3854,Sierra Leone,Republic of Sierra Leone,4/19/1971,6190280,Freetown,,27699mi
3855,Sierra Leone,,4/27/1961,,,,
3856,Sikh Raj,,1799-07-07,,Lahore,,
3857,Silla,,,,Gyeongju,,
3858,Singapore,Republic of Singapore,8/9/1965,5535000,City-state,,719.1km
3859,Singhasari,,,,Malang,,
3860,SEPA,Single Euro Payments Area,,,,,1874287mi
3861,Singranatore estate,,,,Singra Upazila,,
3862,Sint Maarten,Sint Maarten,10/10/2010,,"Philipsburg, Sint Maarten",Lower Prince's Quarter,13.1mi
3863,Tai Federation,,,,Lai Châu,,
3864,Sivaganga estate,,,,Sivaganga,,
3865,Slovakia,,3/14/1939,,Bratislava,,
3866,Slovakia,,6/16/1919,,Prešov,,
3867,Slovakia,Slovak Republic,10/28/1918,5415949,Bratislava,,18932mi
3868,Slovakia,Slovak Republic,1/1/1993,5415949,Bratislava,,18932mi
3869,Slovenia,Republic of Slovenia,10/29/1918,2063077,Ljubljana,,7827mi
3870,Slovenia,Republic of Slovenia,12/4/1918,2063077,Ljubljana,,7827mi
3871,Yugoslavia,,11/29/1945,,Belgrade,,
3872,Croatia,,11/29/1943,,"Split, Croatia",,
3873,Croatia,,11/29/1943,,Zagreb,,
3874,Macedonia,,11/29/1944,,,,
3875,Romania,,12/30/1947,,Bucharest,,
3876,Abkhazia,,3/31/1921,,Sukhumi,,
3877,,,,,,,
3878,Soflingen Abbey,,1773-01-13,,,,
3879,Sokoto Caliphate,,,,Birni-N'Konni,,
3880,Sokoto Caliphate,,,,Burmi,,
3881,Sokoto Caliphate,,,,Gudu,,
3882,Sokoto Caliphate,,,,Sokoto,,
3883,Solanki dynasty,,,,"Patan, Gujarat",,
3884,,,,,Solms,,
3885,,,,,Solms,,
3886,Solms-Braunfels,,,,Braunfels,,
3887,Solms-Hohensolms-Lich,,,,"Lich, Hesse",,
3888,Solms-Laubach,,,,Laubach,,
3889,Solms-Rodelheim-Assenheim,,,,,,
3890,Solms-Wildenfels,,,,Wildenfels,,
3891,Solomon Islands,Solomon Islands,7/7/1978,523000,Honiara,,10965mi
3892,,,,,Solothurn,,
3893,Somalia,,10/21/1969,,Mogadishu,,
3894,Somalia,,7/1/1960,,Mogadishu,,
3895,Somalia,Federal Republic of Somalia,,10816143,Mogadishu,Mogadishu,246200mi
3896,Somaliland,Republic of Somaliland,5/18/1991,4500000,Hargeisa,Hargeisa,53100mi
3897,Nicaragua,,1/1/1937,,Managua,,
3898,Song,,,,Shangqiu,,
3899,Northern Song dynasty,,,,Hangzhou,,
3900,Northern Song dynasty,,,,Kaifeng,,
3901,Songhai,,,,Gao,,
3902,"Sindh, Balochistan, Gujarat",,,,,,
3903,South Africa,,5/31/1910,54956900,Cape Town,Johannesburg,471443mi
3904,South Africa,,5/31/1910,54956900,Bloemfontein,Johannesburg,471443mi
3905,South Africa,,5/31/1910,54956900,Pretoria,Johannesburg,471443mi
3906,South Africa,,12/11/1931,54956900,Cape Town,Johannesburg,471443mi
3907,South Africa,,12/11/1931,54956900,Bloemfontein,Johannesburg,471443mi
3908,South Africa,,12/11/1931,54956900,Pretoria,Johannesburg,471443mi
3909,South African Republic,,1852-01-17,,Pretoria,,
3910,,,,1713870000,,,5099611km
3911,South Georgia and the South Sandwich Islands,South Georgia and the South Sandwich Islands,,30,King Edward Point,,1507mi
3912,South Kasai,,8/9/1960,,Mbuji-Mayi,,
3913,South Korea,,-2346,51529338,Seoul,,38691mi
3914,South Ossetia,Republic of South Ossetia,12/21/1991,51547,Tskhinvali,,1506mi
3915,South Ossetia,Republic of South Ossetia,8/26/2008,51547,Tskhinvali,,1506mi
3916,South Pacific Mandate,,6/28/1919,,Koror,,
3917,South Russia,,,,Novorossiysk,,
3918,South Sudan,Republic of South Sudan,12/31/1955,12340000,Juba,,239285mi
3919,South Sudan,Republic of South Sudan,1/6/2005,12340000,Juba,,239285mi
3920,South Vietnam,,10/26/1955,,Ho Chi Minh City,,
3921,South Yemen,,11/30/1967,,Aden,,
3922,,Southern African Development Community (SADC),8/17/1992,277000000,,,9882959km
3923,,Southern African Development Community (SADC),4/1/1980,277000000,,,9882959km
3924,Southern Court,,1338-02-23,,,,
3925,Southern Han,,,,Guangzhou,,
3926,Southern Liang,,,,,,
3927,Southern Nigeria Protectorate,,1/1/1900,,Lagos,,
3928,Southern Qi,,0479-06-03,,Jiankang,,
3929,Southern Rhodesia,,9/12/1923,,Harare,,
3930,Southern Tang,,,,Nanchang,,
3931,Southern Tang,,,,Nanjing,,
3932,Southern Yan,,,,,,
3933,South-West Africa,,,,Windhoek,,
3934,Asturias and León,,9/6/1936,,Gijón,,
3935,the Sovereign Military Order of Malta,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta,,3,Rome,,
3936,the Sovereign Military Order of Malta,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta,,3,Via Condotti,,
3937,the Sovereign Military Order of Malta,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta,,3,Italy,,
3938,the Sovereign Military Order of Malta,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malta,,3,Palazzo Malta,,
3939,Netherlands,,1813-11-20,,Amsterdam,,
3940,Aeterna Lucina,Sovereign State of Aeterna Lucina,,,,,14km
3941,SCA,,10/3/1945,,Pyongyang,,
3942,Soviet occupation of Manchuria,,8/9/1945,,Shenyang,,
3943,Naissaar,,,,,,
3944,Soviet Union,,12/30/1922,,Moscow,Moscow,
3945,Spain,Kingdom of Spain,1479-01-20,46439864,Madrid,,195364mi
3946,Spanish East Indies,,1565-04-27,,Cebu,,
3947,Spanish East Indies,,1565-04-27,,Iloilo City,,
3948,Spanish East Indies,,1565-04-27,,Manila,,
3949,,,,,,,
3950,Formosa,,,,Keelung,,
3951,Spanish Guinea,,1778-03-11,,Malabo,,
3952,Spanish Netherlands,,1581-07-26,,Brussels,,
3953,Santo Domingo,,,,Santo Domingo,,
3954,Spanish protectorate in Morocco,,11/27/1912,,Tétouan,,
3955,Spain,,4/4/1939,,,,
3956,Spanish Sahara,,1884-12-26,,Laayoune,,
3957,Spanish West Africa,,12/26/1946,,"Dakhla, Western Sahara",,
3958,Spain,,,,Santo Domingo,,
3959,Sparta,,,,Sparta (mythology),,
3960,,Special administrative regions of the People's Republic of China,,7858800,,,1135.7km
3961,,,,,,,
3962,Sponheim-Sayn,,,,,,
3963,Kingdom of Sri Ksetra,,,,Pyu city-states,,
3964,Sri Lanka,,2/4/1948,,Sri Jayawardenepura Kotte,Colombo,25332mi
3965,Sri Lanka,,2/4/1948,,Colombo,Colombo,25332mi
3966,Srivijaya,,,,Central Java,,
3967,Srivijaya,,,,Chaiya District,,
3968,Srivijaya,,,,Jambi,,
3969,Srivijaya,,,,Palembang,,
3970,Saint Emmeram's Abbey,,,,,,
3971,,,,,,,
3972,Saint George's Abbey Isny im Allgau,,,,,,
3973,Saint Ludger's Abbey,,,,Helmstedt,,
3974,Saint Maximin Abbey,,,,,,
3975,Saint Ulrich and Saint Afra Abbey Augsburg,,,,,,
3976,Stadion,,,,Oberstadion,,
3977,Stadion-Thannhausen,,,,Thannhausen,,
3978,Stadion-Warthausen,,,,Warthausen,,
3979,Starhemberg,,,,,,
3980,Aleppo,,9/1/1920,,Aleppo,,
3981,Bahrain,,,,Manama,,
3982,State of Brazil,,,,"Salvador, Bahia",,
3983,Buenos Aires,,1852-09-11,,Buenos Aires,,
3984,Burma,,8/1/1943,,Yangon,,
3985,Gosudarstvo Buryat-Mongoliya,,4/25/1917,,"Chita, Zabaykalsky Krai",,
3986,Damascus,,9/3/1920,,Damascus,,
3987,Deseret,,,,Salt Lake City,,
3988,Goshen,,1882-10-24,,Mahikeng,,
3989,Goshen,,1882-10-24,,Rooigrond,,
3990,Grão-Pará and Maranhão,,,,Belém,,
3991,Grão-Pará and Rio Negro,,,,Belém,,
3992,Haiti,,1806-10-17,,"Milot, Haiti",,
3993,Katanga,,7/11/1960,,Lubumbashi,,
3994,Malta,,9/21/1964,,,,
3995,Maranhão,,,,"São Luís, Maranhão",,
3996,Maranhão and Piauí,,,,"São Luís, Maranhão",,
3997,Muskogee,,,,"Miccosukee, Florida",,
3998,Palestine,State of Palestine,11/15/1988,4550368,Ramallah,Gaza City,2400mi
3999,Palestine,State of Palestine,11/15/1988,4550368,Jerusalem,Gaza City,2400mi
4000,Palestine,State of Palestine,11/15/1988,4550368,East Jerusalem,Gaza City,2400mi
4001,Palestine,State of Palestine,11/29/2012,4550368,Ramallah,Gaza City,2400mi
4002,Palestine,State of Palestine,11/29/2012,4550368,Jerusalem,Gaza City,2400mi
4003,Palestine,State of Palestine,11/29/2012,4550368,East Jerusalem,Gaza City,2400mi
4004,"Slovenes, Croats and Serbs",,10/29/1918,,Zagreb,,
4005,Somaliland,,6/26/1960,,,,
4006,Syria,,,,,,
4007,Teutonic State,,1230-05-16,,Malbork Castle,,
4008,Teutonic State,,1230-05-16,,Königsberg Castle,,
4009,Vietnam,,6/14/1949,,Hanoi,,
4010,,,,,,,
4011,Stellaland,,1882-07-26,,Vryburg,,
4012,Stolberg-Rossla,,,,Roßla,,
4013,Stolberg-Stolberg,,1548-03-19,,Stolberg (Harz),,
4014,Stolberg-Wernigerode,,,,County of Wernigerode,,
4015,Straits Settlements,,,,Singapore,,
4016,Strandzha Commune,,8/18/1903,,Malko Tarnovo,,
4017,,,,,,,
4018,,,,,,,
4019,Subalpine Republic,,1800-06-20,,Turin,,
4020,Subanen,Subanen Territory,,,Zamboanga City,Zamboanga City,23409km
4021,Sudan,Republic of the Sudan,,40235000,Khartoum,Omdurman,728215mi
4022,Sui,,,,Suizhou,,
4023,Sui dynasty,,0581-03-04,,Luoyang,,
4024,Sui dynasty,,0581-03-04,,Chang'an,,
4025,Sukothai Kingdom,,,,Mueang Sukhothai District,,
4026,Sukothai Kingdom,,,,Mueang Phitsanulok District,,
4027,Aussa,,,,Asaita,,
4028,Banjar,,,,"Martapura, South Kalimantan",,
4029,Banjar,,,,Banjarmasin,,
4030,Bulungan,,,,Bulungan Regency,,
4031,Sultanate of Cirebon,,,,Cirebon,,
4032,Darfur,,,,Al-Fashir,,
4033,Deli,,,,Medan,,
4034,Egypt,,12/19/1914,,,,
4035,Gowa,,,,Sungguminasa,,
4036,Hobyo Sultanate,,,,Hobyo,,
4037,Ifat Sultanate,,,,Zeila,,
4038,Sultanate of Kano,,,,"Dala, Nigeria",,
4039,Sultanate of Kano,,,,Kano,,
4040,Lahej,,,,,,
4041,Maguindanao,,,,Cotabato City,,
4042,Mogadishu Sultanate,,,,Mogadishu,,
4043,Sultanate of Muscat,,,,"Muscat, Oman",,
4044,Nejd,,,,Riyadh,,
4045,Rum,,,,Konya,,
4046,Rum,,,,Sivas,,
4047,Rum,,,,Nicaea,,
4048,Sambas Sultanate,,,,"Pontianak, Indonesia",,
4049,Siak,,,,Siak Sri Indrapura,,
4050,Siak,,,,Pekanbaru,,
4051,Sultanate of Singora,,,,,,
4052,Sulu,,1405-11-17,,"Maimbung, Sulu",,
4053,Sulu,,1405-11-17,,Palawan,,
4054,Ternate,,,,Ternate,,
4055,Gobroon dynasty,,,,Afgooye,,
4056,Tidore,,,,Tidore,,
4057,Zanzibar,,1856-10-19,,Zanzibar City,,
4058,Sunda Kingdom,,,,Pakuan Pajajaran,,
4059,Sunda Kingdom,,,,Astana Gede inscription,,
4060,Sundgau,,,,Altkirch,,
4061,South Korea,,5/16/1961,,Seoul,,
4062,Sur Empire,,1540-05-17,,Sasaram,,
4063,Indo-Parthians,,,,,,
4064,Surinam,,1667-02-26,,Fort Zeelandia (Paramaribo),,
4065,Suriname,Republic of Suriname,12/15/1954,573311,Paramaribo,Paramaribo,63251mi
4066,Suriname,Republic of Suriname,11/25/1975,573311,Paramaribo,Paramaribo,63251mi
4067,Suriname,,12/15/1954,,Paramaribo,,
4068,Sadiya,,,,Sadiya,,
4069,Sadiya,,,,Majuli,,
4070,Svalbard,Svalbard,,2642,Longyearbyen,,23561mi
4071,Swat,,,,Saidu Sharif,,
4072,Swaziland,Kingdom of Swaziland,9/6/1968,1119000,Mbabane,Mbabane,6704mi
4073,Swaziland,Kingdom of Swaziland,9/6/1968,1119000,Lobamba,Mbabane,6704mi
4074,Sweden,Kingdom of Sweden,,9851017,Stockholm,,175896mi
4075,Saint Barthélemy,,1784-07-01,,"Gustavia, Saint Barthélemy",,
